700316; Interruttore di protezione OK <arresto immediato> (=520C-QA1:14) manca; sinumerik_alarm_plc_pmc; 03.06.2020 09:31:17.4830000; 
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 17.06.2020 07:47:17.6030000; 17.06.2020 07:47:23.1780000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 17.06.2020 10:09:11.0420000; 17.06.2020 10:09:11.2460000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 17.06.2020 10:09:11.0420000; 17.06.2020 10:09:11.2460000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 17.06.2020 10:09:11.0500000; 17.06.2020 10:09:11.2540000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 17.06.2020 10:09:11.0500000; 17.06.2020 10:09:11.2540000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 17.06.2020 10:09:11.0520000; 17.06.2020 10:09:11.2560000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 17.06.2020 10:09:11.0520000; 17.06.2020 10:09:11.2560000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.06.2020 10:09:11.0430000; 17.06.2020 10:09:12.0950000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.06.2020 10:09:11.0430000; 17.06.2020 10:09:12.1190000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.06.2020 10:09:11.0430000; 17.06.2020 10:09:12.2310000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.06.2020 10:09:11.0430000; 17.06.2020 10:09:12.2470000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.06.2020 10:09:11.0430000; 17.06.2020 10:09:12.2630000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.06.2020 10:09:11.0430000; 17.06.2020 10:09:12.3360000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 17.06.2020 10:09:11.4280000; 17.06.2020 10:09:11.6320000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 17.06.2020 10:09:11.4280000; 17.06.2020 10:09:11.6320000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 17.06.2020 10:09:11.4300000; 17.06.2020 10:09:11.6340000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 17.06.2020 10:09:11.4300000; 17.06.2020 10:09:11.6340000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 17.06.2020 10:09:11.4320000; 17.06.2020 10:09:11.6360000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 17.06.2020 10:09:11.4320000; 17.06.2020 10:09:11.6360000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.06.2020 10:09:11.4270000; 17.06.2020 10:09:12.5590000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.06.2020 10:09:11.4270000; 17.06.2020 10:09:12.5760000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.06.2020 10:09:11.4270000; 17.06.2020 10:09:12.5910000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.06.2020 10:09:11.4270000; 17.06.2020 10:09:12.6080000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.06.2020 10:09:11.4270000; 17.06.2020 10:09:12.6240000
754942; Punto di caricamento magazzino utensili a disco attivo   manca; sinumerik_alarm_plc_pmc; 17.06.2020 14:31:19.2000000; 17.06.2020 14:31:52.9690000
704801; Controllo rottura utensile 1: braccio scansione non ha toccato la punta utensile: ammasso trucioli??; sinumerik_alarm_plc_pmc; 18.06.2020 00:29:32.7040000; 18.06.2020 06:55:02.8050000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 18.06.2020 08:57:58.2980000; 18.06.2020 09:08:25.6900000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 18.06.2020 08:57:58.2990000; 18.06.2020 09:08:25.9860000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 18.06.2020 07:58:38.6990000; 18.06.2020 08:08:26.4850000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 18.06.2020 08:08:26.7080000; 18.06.2020 08:08:28
704048; ; sinumerik_alarm_plc_pmc; 18.06.2020 10:24:46.1790000; 18.06.2020 10:24:48.5000000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 18.06.2020 11:24:46.9150000; 18.06.2020 11:24:48.8380000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 18.06.2020 11:24:46.9150000; 18.06.2020 11:24:48.8380000
704048; ; sinumerik_alarm_plc_pmc; 18.06.2020 10:24:55.0900000; 18.06.2020 10:24:57.1910000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 18.06.2020 11:24:55.6230000; 18.06.2020 11:24:57.6750000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 18.06.2020 11:24:55.6230000; 18.06.2020 11:24:57.6750000
704048; ; sinumerik_alarm_plc_pmc; 18.06.2020 10:29:37.9990000; 18.06.2020 10:29:39.9080000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 18.06.2020 11:29:38.5770000; 18.06.2020 11:29:39.6950000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 18.06.2020 11:29:38.5780000; 18.06.2020 11:29:39.6950000
704048; ; sinumerik_alarm_plc_pmc; 18.06.2020 10:33:26.5750000; 18.06.2020 10:33:27.2330000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 18.06.2020 11:33:27.2010000; 18.06.2020 11:33:27.5520000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 18.06.2020 11:33:27.2020000; 18.06.2020 11:33:27.5540000
704048; ; sinumerik_alarm_plc_pmc; 18.06.2020 10:37:25.1360000; 18.06.2020 10:37:26.4030000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 18.06.2020 11:37:25.7510000; 18.06.2020 11:37:26.6710000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 18.06.2020 11:37:25.7520000; 18.06.2020 11:37:26.6720000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 18.06.2020 10:46:10.4360000; 18.06.2020 10:46:10.6400000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 18.06.2020 10:46:10.4360000; 18.06.2020 10:46:10.6410000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 18.06.2020 10:46:10.4440000; 18.06.2020 10:46:10.6480000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 18.06.2020 10:46:10.4440000; 18.06.2020 10:46:10.6490000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 18.06.2020 10:46:10.4460000; 18.06.2020 10:46:10.6500000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 18.06.2020 10:46:10.4460000; 18.06.2020 10:46:10.6500000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.06.2020 10:46:10.4360000; 18.06.2020 10:46:11.4860000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.06.2020 10:46:10.4360000; 18.06.2020 10:46:11.5070000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.06.2020 10:46:10.4370000; 18.06.2020 10:46:11.6300000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.06.2020 10:46:10.4370000; 18.06.2020 10:46:11.6460000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.06.2020 10:46:10.4370000; 18.06.2020 10:46:11.6620000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.06.2020 10:46:10.4370000; 18.06.2020 10:46:11.7260000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 18.06.2020 10:46:10.7990000; 18.06.2020 10:46:11.0030000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 18.06.2020 10:46:10.7990000; 18.06.2020 10:46:11.0030000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 18.06.2020 10:46:10.8010000; 18.06.2020 10:46:11.0050000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 18.06.2020 10:46:10.8010000; 18.06.2020 10:46:11.0050000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 18.06.2020 10:46:10.8030000; 18.06.2020 10:46:11.0070000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 18.06.2020 10:46:10.8030000; 18.06.2020 10:46:11.0070000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.06.2020 10:46:10.7970000; 18.06.2020 10:46:11.9340000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.06.2020 10:46:10.7970000; 18.06.2020 10:46:11.9500000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.06.2020 10:46:10.7970000; 18.06.2020 10:46:11.9700000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.06.2020 10:46:10.7970000; 18.06.2020 10:46:11.9900000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.06.2020 10:46:10.7970000; 18.06.2020 10:46:12.0060000
704801; Controllo rottura utensile 1: braccio scansione non ha toccato la punta utensile: ammasso trucioli??; sinumerik_alarm_plc_pmc; 18.06.2020 14:45:13.5650000; 22.06.2020 08:34:17.4980000
704806; Controllo rottura utensile 1: errore ago; sinumerik_alarm_plc_pmc; 19.06.2020 06:24:48.1410000; 22.06.2020 08:34:17.4980000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 22.06.2020 08:38:38.9510000; 22.06.2020 08:38:39.1550000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 22.06.2020 08:38:38.9510000; 22.06.2020 08:38:39.1550000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 22.06.2020 08:38:38.9590000; 22.06.2020 08:38:39.1630000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 22.06.2020 08:38:38.9590000; 22.06.2020 08:38:39.1630000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 22.06.2020 08:38:38.9610000; 22.06.2020 08:38:39.1650000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 22.06.2020 08:38:38.9610000; 22.06.2020 08:38:39.1650000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 22.06.2020 08:38:38.9480000; 22.06.2020 08:38:40.0080000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 22.06.2020 08:38:38.9480000; 22.06.2020 08:38:40.0290000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 22.06.2020 08:38:38.9470000; 22.06.2020 08:38:40.1320000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 22.06.2020 08:38:38.9470000; 22.06.2020 08:38:40.1480000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 22.06.2020 08:38:38.9470000; 22.06.2020 08:38:40.1640000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 22.06.2020 08:38:38.9470000; 22.06.2020 08:38:40.1810000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 22.06.2020 08:38:39.3250000; 22.06.2020 08:38:39.5290000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 22.06.2020 08:38:39.3250000; 22.06.2020 08:38:39.5290000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 22.06.2020 08:38:39.3270000; 22.06.2020 08:38:39.5310000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 22.06.2020 08:38:39.3270000; 22.06.2020 08:38:39.5310000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 22.06.2020 08:38:39.3290000; 22.06.2020 08:38:39.5330000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 22.06.2020 08:38:39.3290000; 22.06.2020 08:38:39.5330000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 22.06.2020 08:38:39.3190000; 22.06.2020 08:38:40.4600000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 22.06.2020 08:38:39.3190000; 22.06.2020 08:38:40.4760000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 22.06.2020 08:38:39.3190000; 22.06.2020 08:38:40.4920000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 22.06.2020 08:38:39.3190000; 22.06.2020 08:38:40.5080000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 22.06.2020 08:38:39.3190000; 22.06.2020 08:38:40.5240000
754942; Punto di caricamento magazzino utensili a disco attivo   manca; sinumerik_alarm_plc_pmc; 22.06.2020 12:43:45.1930000; 22.06.2020 13:01:07.4330000
704337; Errore alla conversione dell'utensile: Questo ordine di conversione è impossibile parallelo al tempo attivo (con programma CN in corso); sinumerik_alarm_plc_pmc; 23.06.2020 14:04:39.8340000; 23.06.2020 14:04:57.0740000
551307; Asse A_Master: sovvracaricato (Md> momento di soglia Mdx Sinamics p2194); sinumerik_alarm_plc_pmc; 23.06.2020 22:13:49.9970000; 24.06.2020 06:48:49.6750000
703321; Pezzo RTB non serrato, se utensile in uso; sinumerik_alarm_plc_pmc; 23.06.2020 22:13:50.1040000; 24.06.2020 06:48:49.5620000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 23.06.2020 23:13:50.5300000; 24.06.2020 07:48:49.6420000
700124; Grob-Dämon: anomalia della funzione di ServiceLog. Eventualmente nessun accesso al supporto informatico.; sinumerik_alarm_plc_pmc; 23.06.2020 22:13:52.5590000; 24.06.2020 06:48:49.4860000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 24.06.2020 06:49:54.6140000; 24.06.2020 06:49:54.8180000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 24.06.2020 06:49:54.6140000; 24.06.2020 06:49:54.8180000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 24.06.2020 06:49:54.6220000; 24.06.2020 06:49:54.8260000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 24.06.2020 06:49:54.6220000; 24.06.2020 06:49:54.8260000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 24.06.2020 06:49:54.6240000; 24.06.2020 06:49:54.8280000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 24.06.2020 06:49:54.6240000; 24.06.2020 06:49:54.8280000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 24.06.2020 06:49:54.6120000; 24.06.2020 06:49:55.6670000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 24.06.2020 06:49:54.6120000; 24.06.2020 06:49:55.6790000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 24.06.2020 06:49:54.6130000; 24.06.2020 06:49:55.7800000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 24.06.2020 06:49:54.6130000; 24.06.2020 06:49:55.7960000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 24.06.2020 06:49:54.6130000; 24.06.2020 06:49:55.8120000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 24.06.2020 06:49:54.6130000; 24.06.2020 06:49:55.8280000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 24.06.2020 06:49:55; 24.06.2020 06:49:55.2040000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 24.06.2020 06:49:55; 24.06.2020 06:49:55.2040000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 24.06.2020 06:49:55.0020000; 24.06.2020 06:49:55.2060000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 24.06.2020 06:49:55.0020000; 24.06.2020 06:49:55.2060000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 24.06.2020 06:49:55.0040000; 24.06.2020 06:49:55.2080000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 24.06.2020 06:49:55.0040000; 24.06.2020 06:49:55.2080000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 24.06.2020 06:49:54.9960000; 24.06.2020 06:49:56.1400000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 24.06.2020 06:49:54.9960000; 24.06.2020 06:49:56.1640000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 24.06.2020 06:49:54.9960000; 24.06.2020 06:49:56.1800000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 24.06.2020 06:49:54.9960000; 24.06.2020 06:49:56.1960000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 24.06.2020 06:49:54.9960000; 24.06.2020 06:49:56.2130000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 24.06.2020 12:41:47.1960000; 24.06.2020 12:41:51.0160000
22069; Canale 1: Blocco N25100 correzione del raggio utensile: non c'è alcun utensile disponibile nel gruppo utensili 5068, programma /_N_CMA_DIR/_N_G_TM_T_SUBSTITU; sinumerik_alarm_nck; 24.06.2020 12:51:02.1000000; 24.06.2020 12:52:12.8480000
22069; Canale 1: Blocco N25100 correzione del raggio utensile: non c'è alcun utensile disponibile nel gruppo utensili 5571, programma /_N_CMA_DIR/_N_G_TM_T_SUBSTITU; sinumerik_alarm_nck; 24.06.2020 14:04:02.1110000; 24.06.2020 14:04:43.0580000
704801; Controllo rottura utensile 1: braccio scansione non ha toccato la punta utensile: ammasso trucioli??; sinumerik_alarm_plc_pmc; 25.06.2020 03:37:04.6970000; 25.06.2020 07:28:32.1080000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 25.06.2020 07:29:51.1730000; 25.06.2020 07:29:51.3770000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 25.06.2020 07:29:51.1730000; 25.06.2020 07:29:51.3770000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 25.06.2020 07:29:51.1810000; 25.06.2020 07:29:51.3850000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 25.06.2020 07:29:51.1810000; 25.06.2020 07:29:51.3850000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 25.06.2020 07:29:51.1830000; 25.06.2020 07:29:51.3870000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 25.06.2020 07:29:51.1830000; 25.06.2020 07:29:51.3870000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 25.06.2020 07:29:51.1740000; 25.06.2020 07:29:52.2300000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 25.06.2020 07:29:51.1740000; 25.06.2020 07:29:52.2510000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 25.06.2020 07:29:51.1730000; 25.06.2020 07:29:52.3470000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 25.06.2020 07:29:51.1730000; 25.06.2020 07:29:52.3620000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 25.06.2020 07:29:51.1730000; 25.06.2020 07:29:52.3780000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 25.06.2020 07:29:51.1730000; 25.06.2020 07:29:52.3940000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 25.06.2020 07:29:51.5590000; 25.06.2020 07:29:51.7630000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 25.06.2020 07:29:51.5590000; 25.06.2020 07:29:51.7630000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 25.06.2020 07:29:51.5610000; 25.06.2020 07:29:51.7650000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 25.06.2020 07:29:51.5610000; 25.06.2020 07:29:51.7650000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 25.06.2020 07:29:51.5630000; 25.06.2020 07:29:51.7670000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 25.06.2020 07:29:51.5630000; 25.06.2020 07:29:51.7670000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 25.06.2020 07:29:51.5580000; 25.06.2020 07:29:52.7070000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 25.06.2020 07:29:51.5580000; 25.06.2020 07:29:52.7220000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 25.06.2020 07:29:51.5580000; 25.06.2020 07:29:52.7390000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 25.06.2020 07:29:51.5580000; 25.06.2020 07:29:52.7550000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 25.06.2020 07:29:51.5580000; 25.06.2020 07:29:52.7710000
704801; Controllo rottura utensile 1: braccio scansione non ha toccato la punta utensile: ammasso trucioli??; sinumerik_alarm_plc_pmc; 25.06.2020 23:44:41.2560000; 26.06.2020 09:50:18.1150000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 27.06.2020 09:28:57.1800000; 27.06.2020 09:28:57.3840000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 27.06.2020 09:28:57.1800000; 27.06.2020 09:28:57.3840000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 27.06.2020 09:28:57.1880000; 27.06.2020 09:28:57.3920000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 27.06.2020 09:28:57.1880000; 27.06.2020 09:28:57.3920000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 27.06.2020 09:28:57.1900000; 27.06.2020 09:28:57.3940000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 27.06.2020 09:28:57.1900000; 27.06.2020 09:28:57.3940000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 27.06.2020 09:28:57.1790000; 27.06.2020 09:28:58.2380000
