27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 04.05.2020 06:02:58.2100000; 
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 13.05.2020 05:48:41.8070000; 13.05.2020 05:48:42.9840000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 13.05.2020 05:48:41.8070000; 13.05.2020 05:48:43
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 13.05.2020 05:48:41.8070000; 13.05.2020 05:48:43.0160000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 13.05.2020 10:31:37.8310000; 13.05.2020 10:31:48.2150000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 13.05.2020 10:31:39.6590000; 13.05.2020 10:31:44.3160000
15350; Kanal 1: Satz N1040 Suchziel nicht gefunden; sinumerik_alarm_nck; 13.05.2020 11:08:11.1460000; 13.05.2020 11:08:20.2160000
27251; PROFIsafe: F-Modul 1021, Master meldet Fehler CRC; sinumerik_alarm_nck; 13.05.2020 13:37:42.5460000; 
27021; Achse X_1_ Stop D ausgelöst; sinumerik_alarm_nck; 13.05.2020 13:37:42.5500000; 
27021; Achse Y_1_ Stop D ausgelöst; sinumerik_alarm_nck; 13.05.2020 13:37:42.5500000; 
27021; Achse Z_1_ Stop D ausgelöst; sinumerik_alarm_nck; 13.05.2020 13:37:42.5500000; 
27021; Achse B_1_ Stop D ausgelöst; sinumerik_alarm_nck; 13.05.2020 13:37:42.5500000; 
27021; Achse A_1_ Stop D ausgelöst; sinumerik_alarm_nck; 13.05.2020 13:37:42.5500000; 
27021; Achse SP1 Stop D ausgelöst; sinumerik_alarm_nck; 13.05.2020 13:37:42.5500000; 
27021; Achse Q_1_ Stop D ausgelöst; sinumerik_alarm_nck; 13.05.2020 13:37:42.5500000; 
27021; Achse EL1_ Stop D ausgelöst; sinumerik_alarm_nck; 13.05.2020 13:37:42.5500000; 
27021; Achse ES1_ Stop D ausgelöst; sinumerik_alarm_nck; 13.05.2020 13:37:42.5500000; 
27021; Achse E_1_ Stop D ausgelöst; sinumerik_alarm_nck; 13.05.2020 13:37:42.5500000; 
27021; Achse ZM1_ Stop D ausgelöst; sinumerik_alarm_nck; 13.05.2020 13:37:42.5500000; 
27021; Achse Y_2_ Stop D ausgelöst; sinumerik_alarm_nck; 13.05.2020 13:37:42.5500000; 
380075; PROFIBUS/PROFINET: Ausfall DP-Peripherie Bus 1 Slave/Device 6 logische Basisadresse ; sinumerik_alarm_nck_drive; 13.05.2020 13:37:42.6030000; 
20144; Kanal 1: Satz N64300 Bewegungssynchronaktion: IDS=876 Zugriff auf Systemvariable nicht möglich; sinumerik_alarm_nck; 13.05.2020 13:37:42.6060000; 
27252; PROFIsafe: Slave/Device IM155-6 DP HF V3.1, Bus 1, Lebenszeichen-Fehler; sinumerik_alarm_nck; 13.05.2020 13:37:42.6260000; 
700122; Maschinensteuertafel Schubert MCI-2 ausgefallen; sinumerik_alarm_plc_pmc; 13.05.2020 13:37:42.6240000; 
380075; PROFIBUS/PROFINET: Ausfall DP-Peripherie Bus 1 Slave/Device 3 logische Basisadresse ; sinumerik_alarm_nck_drive; 13.05.2020 13:37:42.7540000; 
700316; Schutzschalter i.O. <Sofort Halt> (=1705C-QA3:14) fehlt; sinumerik_alarm_plc_pmc; 13.05.2020 13:37:42.6570000; 
909011; DP-Mastersystem(1) Adresse:6 Sammelstörung; ; 13.05.2020 13:37:43.0890000; 
909011; DP-Mastersystem(1) Adresse:12 Sammelstörung; ; 13.05.2020 13:37:43.0890000; 
909011; DP-Mastersystem(1) Adresse:71 Sammelstörung; ; 13.05.2020 13:37:43.0890000; 
700318; Schutzschalter i.O. <Halt nach Taktende> (=12005C-QA1:14) fehlt; sinumerik_alarm_plc_pmc; 13.05.2020 13:37:42.6570000; 
700319; Schutzschalter i.O. <Sofort Halt> (=240C-FC1:SIG:S3) fehlt; sinumerik_alarm_plc_pmc; 13.05.2020 13:37:42.6570000; 
700320; Schutzschalter i.O. <Sofort Halt> (=240C-FC2:SIG:S3) fehlt; sinumerik_alarm_plc_pmc; 13.05.2020 13:37:42.6570000; 
700323; Schutzschalter i.O. <Halt in Transportfreigabe> (=11010C-QA1:14) fehlt; sinumerik_alarm_plc_pmc; 13.05.2020 13:37:42.6570000; 
703738; Beladetür: Kommunikationsfehler; sinumerik_alarm_plc_pmc; 13.05.2020 13:37:42.7310000; 
703744; Beladetür: Überlastet (Md> Schwellenmoment Mdx Sinamics p2194); sinumerik_alarm_plc_pmc; 13.05.2020 13:37:42.7310000; 
705540; Not-Halt am Haupt-Bedienfeld wurde ausgelöst.; sinumerik_alarm_plc_pmc; 13.05.2020 13:37:42.7640000; 
705541; Not-Halt am Bedienhandgerät wurde ausgelöst.; sinumerik_alarm_plc_pmc; 13.05.2020 13:37:42.7640000; 
; ----- Start Alarmerfassung -----; ; 14.05.2020 08:52:44.5690000; 14.05.2020 08:52:44.5690000
; ----- Start Alarmerfassung -----; ; 25.05.2020 06:22:01.2130000; 25.05.2020 06:22:01.2130000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:27:46.2430000; 25.05.2020 06:27:46.4470000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:27:46.2430000; 25.05.2020 06:27:46.4470000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:27:46.2510000; 25.05.2020 06:27:46.4550000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:27:46.2510000; 25.05.2020 06:27:46.4550000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:27:46.2530000; 25.05.2020 06:27:46.4570000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:27:46.2530000; 25.05.2020 06:27:46.4570000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:27:46.2400000; 25.05.2020 06:27:47.3050000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:27:46.2400000; 25.05.2020 06:27:47.3200000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:27:46.2410000; 25.05.2020 06:27:47.4090000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:27:46.2410000; 25.05.2020 06:27:47.4240000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:27:46.2410000; 25.05.2020 06:27:47.4410000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:27:46.2400000; 25.05.2020 06:27:47.4730000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:27:46.6170000; 25.05.2020 06:27:46.8210000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:27:46.6170000; 25.05.2020 06:27:46.8210000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:27:46.6190000; 25.05.2020 06:27:46.8230000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:27:46.6190000; 25.05.2020 06:27:46.8230000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:27:46.6210000; 25.05.2020 06:27:46.8250000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:27:46.6210000; 25.05.2020 06:27:46.8250000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:27:46.6120000; 25.05.2020 06:27:47.7530000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:27:46.6120000; 25.05.2020 06:27:47.7690000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:27:46.6120000; 25.05.2020 06:27:47.7860000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:27:46.6120000; 25.05.2020 06:27:47.8010000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:27:46.6120000; 25.05.2020 06:27:47.8730000
700649; Spindel 1 Vorschubsperre: Drehzahlüberschreitung bei nicht eingelaufener Spindel (nmax = 500 1/min) -> Startup-Cycle ausführen; sinumerik_alarm_plc_pmc; 25.05.2020 06:42:05.3470000; 25.05.2020 06:42:46.9530000
700649; Spindel 1 Vorschubsperre: Drehzahlüberschreitung bei nicht eingelaufener Spindel (nmax = 500 1/min) -> Startup-Cycle ausführen; sinumerik_alarm_plc_pmc; 25.05.2020 06:42:48.8480000; 25.05.2020 06:42:51.5710000
701048; A-Achse: Klemmung entblockt Druck (=1505FC2-BP1:2) fehlt; sinumerik_alarm_plc_pmc; 25.05.2020 06:45:54.0660000; 
27251; PROFIsafe: F-Modul 1021, Master meldet Fehler CRC; sinumerik_alarm_nck; 25.05.2020 06:48:00.4390000; 
27021; Achse X_1_ Stop D ausgelöst; sinumerik_alarm_nck; 25.05.2020 06:48:00.4430000; 
27021; Achse Y_1_ Stop D ausgelöst; sinumerik_alarm_nck; 25.05.2020 06:48:00.4430000; 
27021; Achse Z_1_ Stop D ausgelöst; sinumerik_alarm_nck; 25.05.2020 06:48:00.4430000; 
27021; Achse B_1_ Stop D ausgelöst; sinumerik_alarm_nck; 25.05.2020 06:48:00.4430000; 
27021; Achse A_1_ Stop D ausgelöst; sinumerik_alarm_nck; 25.05.2020 06:48:00.4430000; 
27021; Achse SP1 Stop D ausgelöst; sinumerik_alarm_nck; 25.05.2020 06:48:00.4430000; 
27021; Achse Q_1_ Stop D ausgelöst; sinumerik_alarm_nck; 25.05.2020 06:48:00.4430000; 
27021; Achse EL1_ Stop D ausgelöst; sinumerik_alarm_nck; 25.05.2020 06:48:00.4430000; 
27021; Achse ES1_ Stop D ausgelöst; sinumerik_alarm_nck; 25.05.2020 06:48:00.4430000; 
27021; Achse E_1_ Stop D ausgelöst; sinumerik_alarm_nck; 25.05.2020 06:48:00.4430000; 
27021; Achse ZM1_ Stop D ausgelöst; sinumerik_alarm_nck; 25.05.2020 06:48:00.4430000; 
27021; Achse Y_2_ Stop D ausgelöst; sinumerik_alarm_nck; 25.05.2020 06:48:00.4430000; 
380075; PROFIBUS/PROFINET: Ausfall DP-Peripherie Bus 1 Slave/Device 6 logische Basisadresse ; sinumerik_alarm_nck_drive; 25.05.2020 06:48:00.4990000; 
20144; Kanal 1: Satz N64300 Bewegungssynchronaktion: IDS=876 Zugriff auf Systemvariable nicht möglich; sinumerik_alarm_nck; 25.05.2020 06:48:00.5000000; 
27252; PROFIsafe: Slave/Device IM155-6 DP HF V3.1, Bus 1, Lebenszeichen-Fehler; sinumerik_alarm_nck; 25.05.2020 06:48:00.5190000; 
380075; PROFIBUS/PROFINET: Ausfall DP-Peripherie Bus 1 Slave/Device 3 logische Basisadresse ; sinumerik_alarm_nck_drive; 25.05.2020 06:48:00.6470000; 
700122; Maschinensteuertafel Schubert MCI-2 ausgefallen; sinumerik_alarm_plc_pmc; 25.05.2020 06:48:00.5270000; 
700316; Schutzschalter i.O. <Sofort Halt> (=1705C-QA3:14) fehlt; sinumerik_alarm_plc_pmc; 25.05.2020 06:48:00.5600000; 
700318; Schutzschalter i.O. <Halt nach Taktende> (=12005C-QA1:14) fehlt; sinumerik_alarm_plc_pmc; 25.05.2020 06:48:00.5600000; 
909011; DP-Mastersystem(1) Adresse:3 Sammelstörung; ; 25.05.2020 06:48:01.1440000; 
909011; DP-Mastersystem(1) Adresse:6 Sammelstörung; ; 25.05.2020 06:48:01.1440000; 
909011; DP-Mastersystem(1) Adresse:12 Sammelstörung; ; 25.05.2020 06:48:01.1450000; 
909011; DP-Mastersystem(1) Adresse:71 Sammelstörung; ; 25.05.2020 06:48:01.1450000; 
700319; Schutzschalter i.O. <Sofort Halt> (=240C-FC1:SIG:S3) fehlt; sinumerik_alarm_plc_pmc; 25.05.2020 06:48:00.5600000; 
700320; Schutzschalter i.O. <Sofort Halt> (=240C-FC2:SIG:S3) fehlt; sinumerik_alarm_plc_pmc; 25.05.2020 06:48:00.5600000; 
; ----- Start Alarmerfassung -----; ; 25.05.2020 06:50:18.2180000; 25.05.2020 06:50:18.2180000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:51:51.3220000; 25.05.2020 06:51:51.5260000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:51:51.3220000; 25.05.2020 06:51:51.5260000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:51:51.3300000; 25.05.2020 06:51:51.5340000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:51:51.3300000; 25.05.2020 06:51:51.5340000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:51:51.3320000; 25.05.2020 06:51:51.5360000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:51:51.3320000; 25.05.2020 06:51:51.5360000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:51:51.3180000; 25.05.2020 06:51:52.3850000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:51:51.3180000; 25.05.2020 06:51:52.4000000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:51:51.3190000; 25.05.2020 06:51:52.4880000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:51:51.3190000; 25.05.2020 06:51:52.5040000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:51:51.3190000; 25.05.2020 06:51:52.5210000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:51:51.3190000; 25.05.2020 06:51:52.5360000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:51:51.6960000; 25.05.2020 06:51:51.9000000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:51:51.6960000; 25.05.2020 06:51:51.9000000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:51:51.6980000; 25.05.2020 06:51:51.9020000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:51:51.6980000; 25.05.2020 06:51:51.9020000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:51:51.7000000; 25.05.2020 06:51:51.9040000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 25.05.2020 06:51:51.7000000; 25.05.2020 06:51:51.9040000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:51:51.6900000; 25.05.2020 06:51:52.8440000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:51:51.6900000; 25.05.2020 06:51:52.8680000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:51:51.6900000; 25.05.2020 06:51:52.8920000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:51:51.6900000; 25.05.2020 06:51:52.9200000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 25.05.2020 06:51:51.6900000; 25.05.2020 06:51:52.9400000
; ----- Start Alarmerfassung -----; ; 26.05.2020 06:02:14.0660000; 26.05.2020 06:02:14.0660000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 06:02:53.8320000; 26.05.2020 06:02:54.0360000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 06:02:53.8320000; 26.05.2020 06:02:54.0360000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 06:02:53.8400000; 26.05.2020 06:02:54.0440000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 26.05.2020 06:02:53.8400000; 26.05.2020 06:02:54.0440000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 06:02:53.8420000; 26.05.2020 06:02:54.0460000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 06:02:53.8420000; 26.05.2020 06:02:54.0460000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 06:02:53.8270000; 26.05.2020 06:02:54.8860000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 06:02:53.8270000; 26.05.2020 06:02:54.9010000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 06:02:53.8270000; 26.05.2020 06:02:55.0500000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 06:02:53.8270000; 26.05.2020 06:02:55.0660000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 06:02:53.8270000; 26.05.2020 06:02:55.0820000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 06:02:53.8270000; 26.05.2020 06:02:55.0980000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 06:02:54.2060000; 26.05.2020 06:02:54.4100000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 06:02:54.2060000; 26.05.2020 06:02:54.4100000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 06:02:54.2080000; 26.05.2020 06:02:54.4120000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 06:02:54.2080000; 26.05.2020 06:02:54.4120000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 06:02:54.2100000; 26.05.2020 06:02:54.4140000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 06:02:54.2100000; 26.05.2020 06:02:54.4140000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 06:02:54.1990000; 26.05.2020 06:02:55.3470000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 06:02:54.1990000; 26.05.2020 06:02:55.3630000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 06:02:54.1990000; 26.05.2020 06:02:55.3790000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 06:02:54.1990000; 26.05.2020 06:02:55.3950000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 06:02:54.1990000; 26.05.2020 06:02:55.4110000
6412; Werkzeug T='302200'#1 hat Überwachungsgrenze erreicht mit D= 1; sinumerik_alarm_nck; 26.05.2020 09:10:38.8650000; 26.05.2020 09:11:00.3980000
6412; Werkzeug T='302200'#1 hat Überwachungsgrenze erreicht mit D= 1; sinumerik_alarm_nck; 26.05.2020 09:10:38.8650000; 26.05.2020 09:11:00.3980000
6412; Werkzeug T='302200'#1 hat Überwachungsgrenze erreicht mit D= 1; sinumerik_alarm_nck; 26.05.2020 09:10:38.8650000; 26.05.2020 09:11:00.3980000
6412; Werkzeug T='302200'#1 hat Überwachungsgrenze erreicht mit D= 1; sinumerik_alarm_nck; 26.05.2020 09:10:38.8650000; 26.05.2020 09:11:00.3980000
6412; Werkzeug T='302200'#1 hat Überwachungsgrenze erreicht mit D= 1; sinumerik_alarm_nck; 26.05.2020 09:10:38.8650000; 26.05.2020 09:11:00.3980000
6412; Werkzeug T='302200'#1 hat Überwachungsgrenze erreicht mit D= 1; sinumerik_alarm_nck; 26.05.2020 09:10:38.8650000; 26.05.2020 09:11:00.3980000
6412; Werkzeug T='302200'#1 hat Überwachungsgrenze erreicht mit D= 1; sinumerik_alarm_nck; 26.05.2020 09:10:38.8650000; 26.05.2020 09:11:00.3980000
6412; Werkzeug T='302200'#1 hat Überwachungsgrenze erreicht mit D= 1; sinumerik_alarm_nck; 26.05.2020 09:10:38.8650000; 26.05.2020 09:11:00.3980000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 26.05.2020 12:53:39.8030000; 26.05.2020 12:53:41.1270000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 26.05.2020 12:54:52.4560000; 26.05.2020 12:54:53.5680000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 26.05.2020 13:16:13.3670000; 26.05.2020 13:16:15.2520000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 26.05.2020 13:18:18.6060000; 26.05.2020 13:18:20.8120000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 26.05.2020 13:19:01.9060000; 26.05.2020 13:19:03.0050000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 15:14:11.9550000; 26.05.2020 15:14:12.1590000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 15:14:11.9550000; 26.05.2020 15:14:12.1590000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 15:14:11.9630000; 26.05.2020 15:14:12.1670000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 26.05.2020 15:14:11.9630000; 26.05.2020 15:14:12.1670000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 15:14:11.9650000; 26.05.2020 15:14:12.1690000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 15:14:11.9650000; 26.05.2020 15:14:12.1690000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 15:14:11.9520000; 26.05.2020 15:14:13.0130000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 15:14:11.9520000; 26.05.2020 15:14:13.0290000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 15:14:11.9520000; 26.05.2020 15:14:13.1290000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 15:14:11.9520000; 26.05.2020 15:14:13.1450000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 15:14:11.9520000; 26.05.2020 15:14:13.1610000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 15:14:11.9520000; 26.05.2020 15:14:13.2250000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 15:14:12.3410000; 26.05.2020 15:14:12.5450000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 15:14:12.3410000; 26.05.2020 15:14:12.5450000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 15:14:12.3430000; 26.05.2020 15:14:12.5470000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 15:14:12.3430000; 26.05.2020 15:14:12.5470000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 15:14:12.3450000; 26.05.2020 15:14:12.5490000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 26.05.2020 15:14:12.3450000; 26.05.2020 15:14:12.5490000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 15:14:12.3360000; 26.05.2020 15:14:13.4820000
